MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,3,68.0,19900,1,0,3,3,0,4,0,12,3,2,0,2,7,5,1970,1989,1,1,9,10,1,287.0,3,4,1,2,3,1,2,912.0,5,0.0,1035.0,1947.0,1,4,1,4,2207,0,0.0,2207,1.0,0.0,2,0,3,1,3,7,2,1,2,1,1970.0,1,2.0,576.0,4,4,2,301,0,0,0,0,0,0,2,2,0,7,2010,8,4,180000
20,3,72.0,10665,1,0,0,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,1,12,13,1,167.0,2,4,2,2,3,0,2,1013.0,5,0.0,440.0,1453.0,1,0,1,4,1479,0,0.0,1479,1.0,0.0,2,0,3,1,2,7,6,0,2,1,2003.0,1,2.0,558.0,4,4,2,144,29,0,0,0,0,0,2,2,0,6,2007,8,4,226000
30,4,47.0,4608,1,0,3,3,0,0,0,17,0,2,0,2,4,6,1945,1950,1,1,8,8,2,0.0,3,2,1,3,3,3,5,0.0,5,0.0,747.0,747.0,1,4,1,4,747,0,0.0,747,0.0,0.0,1,0,2,1,3,4,6,0,2,1,1945.0,2,1.0,220.0,4,4,2,0,0,0,0,0,0,0,2,2,0,6,2010,8,4,80000
50,3,81.0,15593,1,0,3,3,0,0,0,4,2,2,0,0,7,4,1953,1953,1,1,3,0,2,0.0,2,4,1,3,3,3,1,603.0,5,0.0,701.0,1304.0,2,4,1,4,1304,983,0.0,2287,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1953.0,0,2.0,667.0,4,4,2,0,21,114,0,0,0,0,2,2,0,7,2006,8,4,225000
20,3,95.0,13651,1,0,0,3,0,4,0,12,2,2,0,2,7,6,1973,1973,1,1,9,10,1,1115.0,3,2,1,2,3,1,0,1880.0,5,0.0,343.0,2223.0,1,0,1,4,2223,0,0.0,2223,1.0,0.0,2,0,3,1,3,8,6,2,2,1,1973.0,0,2.0,516.0,4,4,2,300,0,0,0,0,0,0,2,2,0,2,2007,8,4,244000
20,3,69.0,7599,1,0,3,3,0,0,0,11,2,2,0,2,4,6,1982,2006,1,1,6,10,2,0.0,3,4,1,3,3,3,0,565.0,5,0.0,280.0,845.0,1,4,1,4,845,0,0.0,845,1.0,0.0,1,0,2,1,3,4,6,0,2,5,1987.0,2,2.0,360.0,4,4,2,0,0,0,0,0,0,0,2,2,0,6,2007,8,4,129500
60,3,74.0,10141,1,0,0,3,0,0,0,8,2,2,0,5,7,5,1998,1998,1,1,12,13,1,40.0,3,4,2,2,3,3,5,0.0,5,0.0,832.0,832.0,1,2,1,4,885,833,0.0,1718,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1998.0,0,2.0,427.0,4,4,2,0,94,0,0,291,0,0,2,2,0,12,2009,8,4,185000
20,3,85.0,10200,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1954,2003,1,1,13,14,1,104.0,3,4,1,3,3,3,0,320.0,1,362.0,404.0,1086.0,1,2,1,4,1086,0,0.0,1086,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1989.0,2,2.0,490.0,4,4,2,0,0,0,0,0,0,0,1,2,0,5,2010,8,4,144900
50,4,60.0,5790,1,0,3,3,0,0,0,17,2,2,0,5,3,6,1915,1950,2,1,12,13,2,0.0,2,2,1,1,3,3,5,0.0,5,0.0,840.0,840.0,1,2,0,4,840,765,0.0,1605,0.0,0.0,2,0,3,2,3,8,6,0,2,5,1915.0,2,1.0,379.0,4,4,2,0,0,202,0,0,0,0,2,2,0,5,2010,8,4,107400
180,4,21.0,1596,1,0,3,3,0,4,0,10,2,2,3,7,4,5,1973,1973,1,1,5,5,2,0.0,3,4,1,2,3,1,2,462.0,5,0.0,0.0,462.0,1,4,1,4,526,462,0.0,988,1.0,0.0,1,0,2,1,3,5,6,0,2,3,1973.0,2,1.0,297.0,4,4,2,120,101,0,0,0,0,0,1,2,0,11,2009,8,4,91000
20,3,68.0,8475,1,0,0,3,0,4,0,12,2,2,0,2,4,7,1956,1956,1,1,12,13,2,0.0,3,4,1,3,3,3,0,228.0,5,0.0,724.0,952.0,1,0,1,0,952,0,0.0,952,0.0,0.0,1,0,2,1,3,4,6,0,2,5,1956.0,2,1.0,283.0,4,4,2,0,0,0,0,0,0,0,2,2,0,4,2008,8,4,135750
50,4,50.0,8635,1,0,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,13,14,2,0.0,3,4,1,3,3,3,1,336.0,2,41.0,295.0,672.0,1,4,1,4,1072,213,0.0,1285,1.0,0.0,1,0,2,1,3,6,2,0,2,5,1948.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,0,2,2,0,1,2008,8,4,127000
90,3,72.0,10778,1,0,3,3,0,4,0,19,2,2,2,2,4,5,1968,1968,3,1,6,6,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1768.0,1768.0,1,4,0,4,1768,0,0.0,1768,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,0,0,0,0,0,0,2,2,0,4,2010,8,4,136500
50,4,60.0,10440,1,0,3,3,0,0,0,17,2,2,0,5,5,6,1910,1981,1,1,13,14,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,440.0,440.0,1,2,1,4,682,548,0.0,1230,0.0,0.0,1,1,2,1,3,5,6,0,2,5,1966.0,2,2.0,440.0,4,4,2,74,0,128,0,0,0,0,2,2,0,5,2009,8,4,110000
60,3,100.0,13000,1,0,3,3,0,0,0,12,2,2,0,5,6,6,1968,1968,1,1,12,13,1,576.0,3,2,1,2,3,3,4,448.0,5,0.0,448.0,896.0,1,4,1,4,1182,960,0.0,2142,0.0,0.0,2,1,4,1,2,8,6,1,2,1,1968.0,0,1.0,509.0,4,4,2,0,72,0,0,252,0,0,2,2,0,6,2009,8,4,193500
120,4,32.0,4500,1,0,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,1,443.0,3,2,2,0,1,3,2,1201.0,5,0.0,36.0,1237.0,1,0,1,4,1337,0,0.0,1337,1.0,0.0,2,0,2,1,3,5,6,0,2,1,1998.0,0,2.0,405.0,4,4,2,0,199,0,0,0,0,0,2,2,0,3,2006,8,4,153500
20,3,78.0,10206,1,0,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,3,468.0,3,4,2,2,3,3,2,33.0,5,0.0,1530.0,1563.0,1,0,1,4,1563,0,0.0,1563,0.0,0.0,2,0,3,1,2,6,6,1,2,1,2007.0,1,3.0,758.0,4,4,2,144,99,0,0,0,0,0,2,2,0,10,2008,8,4,245000
20,3,80.0,8892,1,0,0,3,0,4,0,12,2,2,0,2,5,5,1960,1960,1,1,8,8,0,66.0,3,4,1,3,3,3,5,0.0,5,0.0,1065.0,1065.0,1,2,1,4,1065,0,0.0,1065,0.0,0.0,1,1,3,1,3,6,6,0,2,5,1974.0,2,2.0,461.0,4,4,2,74,0,0,0,0,0,0,2,2,0,7,2007,0,4,126500
80,3,68.0,8530,1,0,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,1,6,6,1,22.0,3,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,1,2,1,4,804,670,0.0,1474,0.0,0.0,2,1,3,1,3,7,6,1,4,3,1995.0,0,2.0,400.0,4,4,2,120,72,0,0,0,0,0,2,2,700,5,2009,8,4,168500
60,3,121.0,16059,1,0,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284.0,2,4,1,2,3,3,5,0.0,5,0.0,1288.0,1288.0,1,0,1,4,1301,1116,0.0,2417,0.0,0.0,2,1,4,1,2,9,6,1,4,1,1991.0,2,2.0,462.0,4,4,2,127,82,0,0,0,0,0,2,2,0,4,2006,8,4,260000
60,3,122.0,11911,1,0,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,0,5,0.0,5,0.0,684.0,684.0,1,0,1,4,684,876,0.0,1560,0.0,0.0,2,1,3,1,2,6,6,1,2,3,2005.0,0,2.0,400.0,4,4,2,100,38,0,0,0,0,0,2,2,0,3,2009,8,4,174000
160,1,40.0,3951,1,1,3,3,0,0,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,3,76.0,2,4,2,2,3,0,5,0.0,5,0.0,612.0,612.0,1,0,1,4,612,612,0.0,1224,0.0,0.0,2,1,2,1,2,4,6,0,2,5,2009.0,1,2.0,528.0,4,4,2,0,234,0,0,0,0,0,2,2,0,6,2009,6,5,164500
50,0,105.0,8470,1,0,0,3,0,0,0,9,1,1,0,0,3,2,1915,1982,3,1,9,10,2,0.0,1,1,1,3,0,3,5,0.0,5,0.0,1013.0,1013.0,1,4,0,4,1013,0,513.0,1526,0.0,0.0,1,0,2,1,1,6,6,0,2,1,1979.0,2,0.0,0.0,4,4,0,0,0,156,0,0,0,0,2,2,0,10,2009,3,0,85000
20,3,60.0,8070,1,0,3,3,0,4,0,5,2,2,0,2,4,5,1994,1995,1,1,12,13,2,0.0,3,4,2,2,3,3,2,588.0,5,0.0,402.0,990.0,1,0,1,4,990,0,0.0,990,1.0,0.0,1,0,3,1,3,5,6,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,0,0,0,0,0,0,2,2,0,8,2007,8,4,123600
20,3,60.0,7200,1,0,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,0,1040,0,0.0,1040,0.0,0.0,1,0,2,1,3,4,6,0,2,5,1950.0,2,2.0,420.0,4,4,2,0,29,0,0,0,0,0,2,2,0,7,2006,8,4,109900
20,3,85.0,8500,1,0,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203.0,3,4,1,3,3,3,4,600.0,5,0.0,635.0,1235.0,1,4,1,4,1235,0,0.0,1235,0.0,0.0,1,0,2,1,3,6,6,0,2,1,1961.0,2,2.0,480.0,4,4,2,0,0,0,0,0,0,0,1,2,0,12,2006,8,0,98600
30,3,80.0,13360,1,0,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,13,14,2,0.0,3,2,0,2,3,3,0,713.0,5,0.0,163.0,876.0,1,0,1,4,964,0,0.0,964,1.0,0.0,1,0,2,1,3,5,6,0,2,5,1921.0,2,2.0,432.0,4,4,2,0,0,44,0,0,0,0,2,2,0,8,2009,8,4,163500
190,0,60.0,7200,1,0,3,3,0,0,0,17,2,2,1,4,6,6,1910,1998,3,1,8,8,2,0.0,3,4,0,3,0,2,4,1046.0,5,0.0,168.0,1214.0,2,0,0,4,1260,1031,0.0,2291,0.0,1.0,2,0,4,2,3,9,6,1,2,5,1900.0,2,2.0,506.0,4,4,2,0,0,0,0,99,0,0,2,2,0,11,2007,8,4,133900
60,3,69.0,9337,1,0,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,3,3,2,648.0,5,0.0,176.0,824.0,1,0,1,4,905,881,0.0,1786,1.0,0.0,2,1,3,1,2,7,6,0,2,1,1997.0,1,2.0,684.0,4,4,2,0,162,0,0,0,0,0,2,2,0,5,2007,8,4,204750
60,3,68.0,9765,1,0,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,1,12,13,1,68.0,0,2,2,2,1,3,0,310.0,5,0.0,370.0,680.0,1,2,1,4,680,790,0.0,1470,0.0,0.0,2,1,3,1,3,6,6,1,4,3,1993.0,0,2.0,420.0,4,4,2,232,63,0,0,0,0,0,2,2,480,4,2009,8,4,185000
20,3,78.0,10264,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,0,0,1162.0,5,0.0,426.0,1588.0,1,0,1,4,1588,0,0.0,1588,0.0,0.0,2,0,3,1,2,6,6,0,2,1,1999.0,1,2.0,472.0,4,4,2,158,29,0,0,0,0,0,2,2,0,8,2006,8,4,214000
20,3,73.0,10921,1,0,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,1,6,6,1,48.0,3,4,1,3,3,3,4,520.0,5,0.0,440.0,960.0,1,4,1,1,960,0,0.0,960,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1965.0,0,1.0,432.0,4,4,1,120,0,0,0,0,0,0,2,2,0,5,2007,8,4,94750
30,3,85.0,10625,1,0,3,3,0,0,0,7,2,2,0,2,5,5,1920,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,108.0,5,0.0,350.0,458.0,1,1,0,4,835,0,0.0,835,0.0,0.0,1,0,2,1,3,5,6,0,2,2,1920.0,2,1.0,366.0,1,4,2,0,0,77,0,0,0,0,2,2,400,5,2010,0,0,83000
20,3,77.0,9320,1,0,0,3,0,4,0,12,2,2,0,2,4,5,1959,1959,1,1,9,10,2,0.0,3,4,1,3,3,3,0,569.0,5,0.0,381.0,950.0,1,1,1,4,1225,0,0.0,1225,1.0,0.0,1,1,3,1,3,6,6,0,2,1,1979.0,2,0.0,0.0,4,4,2,352,0,0,0,0,0,0,2,2,400,1,2010,8,4,128950
20,3,68.0,10603,1,0,0,3,0,4,0,14,2,2,0,2,6,7,1977,2001,1,1,9,10,1,28.0,3,4,2,3,3,2,0,1200.0,5,0.0,410.0,1610.0,1,2,1,4,1610,0,0.0,1610,1.0,0.0,2,0,3,1,2,6,6,2,4,1,1977.0,1,2.0,480.0,4,4,2,168,68,0,0,0,0,0,2,2,0,2,2010,8,4,205000
60,3,77.0,9206,1,0,3,3,0,4,0,20,2,2,0,5,6,5,1985,1985,1,1,6,6,1,336.0,2,4,1,2,3,3,5,0.0,5,0.0,741.0,741.0,1,4,1,4,977,755,0.0,1732,0.0,0.0,2,1,3,1,2,7,6,1,4,1,1985.0,0,2.0,476.0,4,4,2,192,46,0,0,0,0,0,2,2,0,6,2010,8,4,178000
90,3,64.0,7018,1,0,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,3,1,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1535,0,0.0,1535,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1979.0,2,2.0,410.0,4,4,2,0,0,0,0,0,0,0,2,2,0,6,2009,8,2,118964
20,3,94.0,10402,1,0,0,3,0,0,0,5,2,2,0,2,7,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1226.0,1226.0,1,0,1,4,1226,0,0.0,1226,0.0,0.0,2,0,3,1,2,6,6,0,2,1,2009.0,1,3.0,740.0,4,4,2,0,36,0,0,0,0,0,2,2,0,5,2010,8,4,198900
50,4,68.0,7758,1,0,3,3,0,0,0,9,2,2,0,0,7,4,1931,1950,1,1,11,12,1,600.0,3,1,2,3,3,3,3,224.0,5,0.0,816.0,1040.0,1,0,1,1,1226,592,0.0,1818,0.0,0.0,1,1,4,1,3,7,6,2,4,5,1951.0,2,1.0,240.0,4,4,2,0,0,0,0,184,0,0,2,2,0,6,2007,8,4,169500
60,1,75.0,9375,1,0,3,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,12,13,1,768.0,2,4,2,0,3,3,5,0.0,5,0.0,1053.0,1053.0,1,0,1,4,1053,939,0.0,1992,0.0,0.0,2,1,3,1,2,9,6,1,2,1,2003.0,1,2.0,648.0,4,4,2,140,45,0,0,0,0,0,2,2,0,8,2008,8,4,250000
30,4,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,2,4,7,1885,1995,4,1,12,13,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,641.0,641.0,1,2,1,4,1047,0,0.0,1047,0.0,0.0,1,0,2,1,3,6,6,0,2,5,1954.0,2,1.0,273.0,1,1,0,0,0,0,0,0,0,0,2,2,450,8,2007,8,4,100000
20,4,50.0,6000,1,0,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,0,104.0,1,169.0,516.0,789.0,1,0,1,4,789,0,0.0,789,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1948.0,2,1.0,250.0,4,4,2,0,0,0,0,0,0,0,2,2,0,4,2008,8,5,115000
50,4,85.0,8500,1,0,3,3,0,0,0,9,0,2,0,0,5,7,1919,2005,1,1,5,5,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,793.0,793.0,2,4,0,1,997,520,0.0,1517,0.0,0.0,2,0,3,1,1,7,6,0,2,1,1979.0,2,0.0,0.0,4,4,0,0,0,144,0,0,0,0,2,2,0,8,2007,8,4,115000
20,3,105.0,11751,1,0,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,9,10,1,480.0,3,4,1,2,3,3,1,705.0,5,0.0,1139.0,1844.0,1,0,1,4,1844,0,0.0,1844,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1977.0,1,2.0,546.0,4,4,2,0,122,0,0,0,0,0,2,2,0,1,2010,0,4,190000
50,3,75.0,9525,1,0,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,13,14,2,0.0,3,4,1,3,0,3,4,444.0,5,0.0,550.0,994.0,1,2,1,4,1216,639,0.0,1855,0.0,0.0,2,0,4,1,3,7,6,0,2,1,1954.0,2,1.0,325.0,4,4,2,182,0,0,0,0,0,0,2,2,0,10,2006,8,4,136900
80,3,68.0,7750,1,0,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,3,3,2,250.0,5,0.0,134.0,384.0,1,0,1,4,774,656,0.0,1430,0.0,0.0,2,1,3,1,3,7,6,1,4,3,2000.0,0,2.0,400.0,4,4,2,180,0,0,0,0,0,0,2,2,0,4,2010,8,4,180000
60,3,77.0,9965,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,3,220.0,2,4,2,0,3,0,2,984.0,5,0.0,280.0,1264.0,1,0,1,4,1282,1414,0.0,2696,1.0,0.0,2,1,4,1,0,10,6,1,2,3,2007.0,0,3.0,792.0,4,4,2,120,184,0,0,168,0,0,2,2,0,10,2007,6,5,383970
20,3,68.0,21000,1,0,3,0,0,0,0,6,2,2,0,2,6,5,1953,1953,3,1,13,14,1,184.0,3,2,1,2,3,2,0,35.0,4,869.0,905.0,1809.0,1,4,1,4,2259,0,0.0,2259,1.0,0.0,2,0,3,1,2,7,6,2,2,2,1953.0,2,2.0,450.0,4,4,2,166,120,192,0,0,0,0,2,2,0,10,2007,0,0,217000
70,3,61.0,7259,1,0,0,3,0,4,1,6,2,2,0,5,6,8,1945,2002,2,1,13,14,2,0.0,3,4,1,3,3,3,0,774.0,3,150.0,104.0,1028.0,1,0,1,4,1436,884,0.0,2320,1.0,0.0,2,1,3,1,2,9,6,1,4,5,1945.0,2,1.0,180.0,4,4,2,224,0,0,0,0,0,0,2,2,0,7,2007,8,4,259500
160,1,34.0,3230,1,1,3,3,0,0,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,1129.0,3,4,2,2,3,3,2,419.0,5,0.0,310.0,729.0,1,2,1,4,729,729,0.0,1458,0.0,0.0,2,1,2,1,3,5,6,1,1,5,1999.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,0,2,2,0,6,2007,8,4,176000
20,3,68.0,11616,1,0,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,1,1,13,14,1,116.0,3,4,1,3,3,3,3,170.0,1,670.0,252.0,1092.0,1,4,1,4,1092,0,0.0,1092,0.0,1.0,1,0,3,1,3,6,6,1,3,1,1962.0,2,1.0,288.0,4,4,2,0,20,144,0,0,0,0,2,2,0,9,2009,8,4,139000
20,3,74.0,8536,1,0,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1125.0,1125.0,1,2,1,4,1125,0,0.0,1125,0.0,0.0,1,1,2,1,3,5,6,0,2,1,2007.0,2,2.0,430.0,4,4,2,80,64,0,0,0,0,0,2,2,0,4,2007,6,5,155000
60,3,90.0,12376,1,0,3,3,0,0,0,20,2,2,0,5,7,5,1990,1990,3,1,9,10,2,0.0,3,4,2,2,3,2,2,1470.0,5,0.0,203.0,1673.0,1,2,1,4,1699,1523,0.0,3222,1.0,0.0,3,0,5,1,2,11,6,2,4,1,1990.0,2,3.0,594.0,4,4,2,367,0,0,0,0,0,0,2,2,0,5,2010,8,4,320000
60,3,65.0,8461,1,0,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,728.0,728.0,1,0,1,4,728,728,0.0,1456,0.0,0.0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2.0,390.0,4,4,2,0,24,0,0,0,0,0,2,2,0,7,2006,6,5,163990
80,3,68.0,21453,1,0,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,9,10,2,0.0,3,4,1,3,3,1,0,938.0,5,0.0,0.0,938.0,1,0,1,4,988,0,0.0,988,1.0,0.0,1,0,1,1,3,4,6,2,4,1,1969.0,2,2.0,540.0,4,4,2,0,130,0,130,0,0,0,2,2,0,10,2006,8,4,180000
50,4,50.0,6060,1,0,3,3,0,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,732.0,732.0,1,2,1,4,772,351,0.0,1123,0.0,0.0,1,0,3,1,3,4,6,0,2,5,1979.0,2,1.0,264.0,4,4,1,0,0,140,0,0,0,0,2,2,0,6,2007,8,4,100000
20,3,75.0,9464,1,0,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135.0,3,2,1,3,3,3,1,570.0,5,0.0,510.0,1080.0,1,2,1,4,1080,0,0.0,1080,0.0,0.0,1,0,3,1,3,5,6,0,2,1,1958.0,2,1.0,288.0,4,4,2,0,0,0,0,130,0,0,2,2,0,6,2008,8,4,136000
120,3,55.0,7892,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,9,10,2,0.0,2,4,2,2,3,3,2,300.0,5,0.0,899.0,1199.0,1,0,1,4,1199,0,0.0,1199,0.0,0.0,2,0,2,1,2,5,6,0,2,1,1993.0,1,2.0,530.0,4,4,2,0,63,0,0,0,0,0,2,2,0,3,2008,8,4,153900
20,3,48.0,17043,1,0,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,2,0.0,3,2,1,2,0,3,5,0.0,5,0.0,1362.0,1362.0,1,4,1,4,1586,0,0.0,1586,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1979.0,2,2.0,435.0,4,4,2,192,0,0,0,0,0,0,2,2,0,1,2009,8,4,181000
190,4,60.0,6780,1,0,3,3,0,4,0,9,2,2,1,0,6,8,1935,1982,1,1,13,14,2,0.0,3,1,1,3,3,0,2,490.0,5,0.0,30.0,520.0,1,2,0,4,520,0,234.0,754,1.0,0.0,1,0,2,1,3,5,6,0,2,1,1979.0,2,0.0,0.0,4,4,0,53,0,0,0,0,0,0,2,2,0,6,2006,8,4,84500
120,3,68.0,4928,1,0,0,3,0,4,0,13,2,2,4,2,6,5,1976,1976,1,1,9,10,2,0.0,3,4,1,2,3,3,0,120.0,5,0.0,958.0,1078.0,1,4,1,4,958,0,0.0,958,0.0,0.0,2,0,2,1,3,5,6,1,4,1,1977.0,1,2.0,440.0,4,4,2,0,205,0,0,0,0,0,2,2,0,2,2007,8,4,128000
45,4,55.0,4388,1,0,0,0,0,4,0,17,1,2,0,1,5,7,1930,1950,1,1,14,14,2,0.0,3,2,0,3,3,3,3,116.0,5,0.0,556.0,672.0,1,0,1,4,840,0,0.0,840,0.0,0.0,1,0,3,1,3,5,6,1,4,1,1979.0,2,0.0,0.0,4,4,0,0,0,0,0,0,0,0,2,2,0,6,2007,8,4,87000
60,3,69.0,7590,1,0,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,12,13,1,266.0,3,4,1,3,3,3,1,512.0,5,0.0,148.0,660.0,1,4,1,4,660,688,0.0,1348,0.0,0.0,1,1,3,1,3,6,6,1,1,1,1966.0,1,2.0,453.0,4,4,2,188,108,0,0,0,0,0,2,2,0,7,2006,8,4,155000
20,3,69.0,8973,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1958,1991,1,1,9,10,1,85.0,3,4,1,3,3,3,4,567.0,1,28.0,413.0,1008.0,1,4,1,0,1053,0,0.0,1053,0.0,1.0,1,1,3,1,0,6,6,0,2,0,1998.0,1,2.0,750.0,4,4,2,0,80,0,180,0,0,0,3,2,0,7,2006,8,0,150000
60,3,88.0,14200,1,0,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309.0,3,4,1,3,3,3,4,445.0,5,0.0,479.0,924.0,1,0,1,4,1216,941,0.0,2157,0.0,0.0,2,1,4,1,2,8,6,2,2,1,1966.0,0,2.0,487.0,4,4,2,105,66,0,0,0,0,0,0,2,0,5,2006,8,4,226000
60,3,68.0,12224,1,0,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,2,695.0,5,0.0,297.0,992.0,1,0,1,4,1022,1032,0.0,2054,1.0,0.0,2,1,3,1,2,7,6,1,4,3,2000.0,1,2.0,390.0,4,4,2,24,48,0,0,0,0,0,2,2,0,7,2009,8,4,244000
20,3,75.0,7388,1,0,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,2,0.0,3,4,1,3,3,3,4,405.0,5,0.0,658.0,1063.0,1,2,1,4,1327,0,0.0,1327,1.0,0.0,1,0,3,1,2,7,6,0,2,5,1974.0,2,2.0,624.0,4,4,2,0,0,0,0,0,0,0,2,2,0,7,2007,8,4,150750
20,3,68.0,6853,1,0,0,3,0,4,0,23,2,2,0,2,8,5,2001,2002,1,1,12,13,1,136.0,2,4,2,0,3,3,2,1005.0,5,0.0,262.0,1267.0,1,0,1,4,1296,0,0.0,1296,1.0,0.0,2,0,2,1,2,6,6,0,2,1,2001.0,0,2.0,471.0,4,4,2,192,25,0,0,0,0,0,2,2,0,6,2009,8,4,220000
20,3,78.0,10335,1,0,0,3,0,4,0,19,2,2,0,2,5,6,1968,1993,1,1,9,10,2,0.0,3,4,1,3,3,3,4,570.0,5,0.0,891.0,1461.0,1,2,1,4,1721,0,0.0,1721,0.0,0.0,2,1,3,1,3,7,2,1,4,1,1968.0,1,2.0,440.0,4,4,2,0,96,180,0,0,0,0,2,2,0,7,2006,8,4,180000
